"iab_relevance","paper_count"
"This paper is relevant to insect growers who use black soldier fly larvae for waste valorization and insect biomass production. The paper discusses the microbiota of black soldier fly larvae and their substrates, as well as the potential risks associated with feeding larvae pathogenic microbes. The findings of the study can help insect growers to understand the microbial ecology of black soldier fly larvae and to optimize their rearing conditions to improve the efficiency and safety of waste valorization and insect biomass production.","1"
"May want to consider research areas that investigate the modulation of plant signaling receptors to control insect behavior.","1"
"Artificial selection is a powerful tool for promoting commercially important traits, like body size, nutrition profile, and mating capability. On the other hand, selection is a process of trial and error that must be executed over many generations. More importantly, selection cannot create traits from nothing. All it can do is promote variants that already exist in a population, or work to remove them if they are less useful. So, what should be done in non-idealized conditions, where genetic diversity is low, or the variant is completely absent in the global population? One solution is directly modifying the insect genome through techniques such as Crispr/Cas9. In some cases, it means transferring a gene segment that already exists in a species. On other cases, you can pull in genes from different species or insert synthetic genes. For example, researchers inserted black soldier fly antimicrobial peptide (AMP) genes into silkworms, resulting in higher survival rate in a bacterial challenge.","1"
"May want to investigate the effects of other probiotics for IAB insect species.","1"
"May want to evaluate which of these bacteria improved digestion in the insect host to create a higher insect feed conversion ration or to serve as either a probiotic or prebiotic.","1"
"Transposons, also known as transposable elements (TEs) or mobile DNA, are pieces of DNA that cut or copy themselves and add their sequence to another part of the genome. They play a pivotal role in domestication, breeding, and evolution in general, so understanding TEs is essential for harnessing a species' genetic potential. This paper delves deep into the behavior of different kinds of TES and the places in the genome they are known to be found. At minimum, understanding the nature of TEs helps researchers understand adaptations, which can point to candidates for genomic based breeding programs. Also, most insertions are deleterious and are heavily selected against. Some studies have shown that better silencing of TEs is associated with the longer-lived queen termite queens, compared with workers. This is especially relevant for those that rear mealworms, which have an abnormally large stretch of satellite DNA that was at least partially mediated by TEs.","1"
"Little is known about the ecology of the black soldier fly. Performing PCR-based gut analysis on wild populations, both adults and larvae, could provide much needed insight into the diversity of their food sources. When conducting these experiments having information on proper protocols will yield higher quality data.","1"
"Heavy metals, especially Cadmium (Cd), can accumulate in black soldier fly larvae because of uptake from a contaminated waste. These metals are added to livestock feed to prevent diseases and promote growth in some countries, which is excreted with animal feces. The contaminated feces are then used as fertilizer for crops. This presents a potential risk to animal and crops that receive black soldier fly products","1"
"When wild species are introduced to a laboratory environment, changes are often observed in genetic diversity, gene expression, and microbiome composition. Not all genetic changes are bad, and some are deliberately selected for, but a reduction in diversity can also reduce fitness in species undergoing mass rearing. The black soldier fly industry is new, but domestication isn’t. IAB can look to other domesticated species as examples of good rearing practices and, in the case of this paper, a preview of the genetic consequences of bad practices.","1"
"May want to investigate the natural habitat of IAB species to determine evolutionary influence the soil or environmental microbe pay on evolution.","1"
"This review delves into the concept of symbiogenesis, where various organisms coexist permanently to form a holobiont - the host and its associated microbiota. The holobiome, comprising the host genome and microbiome genes, represents the intricate network of symbiotic interactions between a host and its microbiota. Eukaryotic individuals are viewed as tightly integrated prokaryotic communities, suggesting that natural selection operates on the holobiont as a unified unit. Insects have extensively studied holobionts, indicating symbioses as a driving force in insect diversification. Symbiogenesis challenges traditional evolutionary paradigms, proposing an alternative to gradual mutation accumulation by offering an explanation for discontinuities in the fossil record. The review specifically explores the relationships between xylophagous insects and their microbiota, aiming to comprehend the factors influencing bacterial fidelity across generations and evolutionary history.","1"
"Insect producers stand to benefit from this study's insights into the pivotal role of microorganisms in shaping insect-plant interactions. Understanding how resident microorganisms influence insects' ability to utilize different plant diets, including nutrient-poor and challenging lignocellulose-rich ones, can inform strategies for optimizing insect rearing conditions and diets. This knowledge could enhance production efficiency, as well as guide the development of probiotic approaches to improve insect health and growth, ensuring the robustness of insect populations for various applications like agriculture and bioconversion.","1"
"May want to investigate the roll of gall induction by IAB insects as a method to encourage plant growth of agricultural products as well as a method of biological control by outcompeting common pests.","1"
"This paper discribes the negative effects on development that UVB can have on yellowmealworms. This could inform managment decisions of mealworm farmers (ie maybe dont grow them with direct sun exposure). ","1"
"More research needs to go into looking at protein adjustments with the chitin content and how this affects aquatic species this mealworm meal is being used to feed.","1"
"The Sterile Insect Technique (SIT), employed globally for managing pest fruit flies (Diptera: Tephritidae), hinges on the successful copulation of mass-reared sterilized males with wild fertile females upon field release. A critical literature analysis was conducted on the tephritid gut microbiome, covering methods for microbiota identification, including next-generation sequencing, the impacts of irradiation and rearing, and the use of probiotics to modulate the fruit fly gut microbiota. Processes such as domestication, mass-rearing, and irradiation, integral to SIT, can alter the structure of fruit flies' gut microbial communities compared to wild counterparts. Tephritid gut microbiota play pivotal roles in host development, performance, and physiology, but understanding the impact of mass-rearing on microbial communities and their functional role remains limited. Probiotics show promise in cultivating gut microbial communities that combat pathogens and enhance fruit fly quality. Technological advancements in identifying and characterizing gut microbiota, including genomics and metagenomics, are expanding insights into tephritid gut microbial diversity and functions. The manipulation of gut microbiota through probiotics presents substantial opportunities to elevate the production of high-quality, effective fruit flies for operational SIT programs.","1"
"More research needs to be conducted to look at long term effects of the changes in gut microbiota within these canines and how it impacts health or growth parameters","1"
"Sex ratio is important in commercial insect production for a lot of reasons. Studies in Mexican fruit flies have shown that fertility can be affected by density and sex ratio, with the presence of too many males having a negative impact. On the other hand, a skewed sex ratio can lead to a lower effective population size. This means that the population is more likely to be inbred and is more vulnerable to genetic drift, a process that can lock in bad genes or remove good ones- even if your breeding is acting in the opposite direction. The ideal male/female ratio is a combination of many factors and varies depending on the goal of the breeder. For these reasons, it's important to not only understand the pros and cons of a sex bias, but how to control it in an organism for the intended application. The authors study flea beetles (like mealworm/superworm) infect with Wolbachia, which is a bacteria that is known to affect sex ratio in many insects.","1"
"BSF larvae were able to be used in agricultural biogas plants to process food waste. More research can be done to see if larvae can actually reduce the amount of methane from the standard fermentation process.","1"
"Feed may play important rolls in the interactome, and what genes are being upregulated and downregulated in insect species.","1"
"May want to investigate the potential for IAB insect species to be used as agricultural amendments that can out compete agricultural pests as a means of a more environmentally friendly pesticide which also increase the soil quality.","1"
"The world’s supply of oil and natural gas is being depleted faster than it is formed. Biodiesel, which does not rely on slow natural processes, is one promising alternative. Most biodiesel is made from crop oil, which competes with food crops and produces waste, and challenges in production have interfered with large scale applications. Black soldier flies (BSF) may have more success because they can be fed organic waste, vertically farmed, and reared at high densities.","1"
"Focused on economics of using bsf frass as a fertilizer compared to an organic fertilizer, and it improved net income by 29-44%.","1"
"May want to examine the wavelength of light being used in insect rearing facilities and exploit this to influence populations of bacteria.","1"
"The quail seemed to prefer the control diet compared to the BSFL diets, showing we can be doing more work in making these more palatable for the birds to consume.","1"
"Showed that BSF larvae reared on vegetable and fruit waste was a suitable replacement for fishmeal when defatted both at the fifth instar and prepupal stage at 100% inclusion rates for zebrafish.","1"
"For insect producers, understanding the differences in microbiomes between closely related species within mutualistic networks can shed light on the influence of social partnerships on symbiotic microbes. This knowledge might assist in manipulating insect microbiota to enhance beneficial relationships or disrupt harmful associations between insects and microbial partners.","1"
"Insect behavior is guided by odor cues. It affects everything from mating to diet preference. Olfaction (smelling) involves many receptors, transport proteins, and associated neurons, which means that the metabolic cost of odor sensitivity can be high. Like with most expensive traits, they tend to build up mutations when selection stops favoring them so strongly. The controlled environment of mass rearing has a less complex odor profile, and food/mates are often a few centimeters away, so domestication is likely to result in insects with much different (probably less sensitive) odor detection systems. In extreme cases, like with glucose roach baits, it is possible to accidentally select for insects that are repulsed by their preferred food source. Is this a problem? Maybe not, if the rearing environment continues to be strictly controlled, food inputs are exactly the same, and if mating is not impacted by decreased sensitivity. That can rarely be guaranteed in the long term. Even still, studying domestication related olfactory changes can be useful for building fundamental knowledge. Perhaps we can engineer a line of insects that become ravenous when they smell a particular kind of waste. Or maybe an insect can be engineered to mate only when a particular odor enters its containers, allowing for precise life cycle control. This paper describes domestication related olfactory changes in silkworms, which is useful as both a target for functional genetics trials and for understanding how mass rearing affects commercial insects in general.","1"
"Cadmium (Cd) is a mobile, toxic, and non-biodegradable found in various waste streams that could be found in Black Soldier Fly (BSF) substrate. Heavy metals, especially Cadmium (Cd), can accumulate in black soldier fly larvae because of uptake from a contaminated waste. These metals are added to livestock feed to prevent diseases and promote growth in some countries, which is excreted with animal feces. The contaminated feces are then used as fertilizer for crops. This presents a potential risk to animal and crops, which may be fed black soldier fly products. Discussion of genetic mechanisms behind heavy metal management in BSF is limited to a few papers concerning 3 metallothionein (Mt) genes. For this reason, we must look to other model organisms like Drosophila melanogaster (fruit fly). This paper represents the most up to date and comprehensive review of metallothionein knowledge as it pertains to flies.","1"
"Not all traits involved in commercial insect production are heritable, which is the ability for a trait to be passed down genetically. While many traits in insects are determined by their genetics, there are also many traits that are influenced by environmental factors such as temperature, rearing density, and feeding substrate. When a trait is affected by a combination of these factors, it can be difficult to determine which is most important to focus on. By studying the genetic basis of traits and their heritability, scientists can develop more accurate and effective breeding strategies. The authors of this paper explore the heritability of a few industrially relevant traits: body mass, development time, boldness, and activity level.","1"
"This can help producers monitor possible viral infections within colonies or when using waste streams as a food source for larvae, as those may be contaminated. This new methodology can be used for other viruses as well.","1"
"While this paper does show that using defatted BSF meal can be a supplement in beagles, I would suggest more research needs to be done in this area as the sample size was very small and only performed on female dogs of one species.","1"
"Balancing variables like body mass with rearing temperatures can maximize larval growth efficiency without reaching their CTmax.","1"
"Optimizing BSF mass production can strengthen closed and interconnected production systems.","1"
"The study of the microbiome and antibiotic resistance genes in the Asian citrus psyllid (Diaphorina citri) has important relevance to insect agriculture, particularly for the citrus industry. D. citri is a major pest of citrus plants and transmits the bacterial pathogen associated with Huanglongbing (HLB) disease, which can cause significant damage to citrus crops. Understanding the composition of the microbiome and the presence of antibiotic resistance genes in D. citri populations can inform the development of more effective management strategies to control this pest and reduce the spread of HLB. The study also highlights the importance of understanding the diversity of D. citri populations in different regions, particularly in light of recent reports of the psyllid in Africa and the associated threat to the citrus industry in the continent. This information can aid in the development of targeted management strategies to control D. citri populations and minimize the impact on citrus crops.","1"
"May want to consider investigating the microbiome of IAB insect species to see if the microbiota play a significant role in feed conversion of the insects. Additionally, it may be helpful to include RNA sequencing experiments along side any enrichment study so the full profile of bacteria will include culturable and non-culturable bacteria. This may prove to be important in developing a probiotic for insects.","1"
"High temperatures can decrease oviposition and decrease larval survivorship.","1"
"This paper contributes to our understanding of the process of domestication. More interesting, though, the consequences the authors describe for failing to consider these mechanisms during strain improvement. The release of Roundup Ready soybean, a GMO version resistant to an herbicide, had 5-10% reduced yield, even after backcrossing through hundreds of different varieties. It turned out be related to “linkage”, which in this case meant that a low-fitness gene was so close to the high-fitness gene that you couldn’t get one without the other. The paper doesn’t have details about economic impacts, but one can assume that it was significant, given that Round Up Ready 2 (which did not have the yield drag effect) wasn’t available until 13 years later. So, merging genetics with traditional breeding-looking at things like linkage, recombination rates, and selection effects-is crucial to sidestepping issues like yield drag and other unintended effects.","1"
"BSF mass rearing is viable even in climates with very high temperatures.","1"
"This paper discusses the importance of the insect microbiome and the possible microbial symbionts which could be beneficial within the waste management industry and the use for food & feed. More research needs to be done in this area to detemine which microbes are actually beneficial/commensal.","1"
"Looking at how BSFL or other insect proteins affect flavour of animal tissues is an excellent avenue for further research, specifically focusing on the amino acid compositions.","1"
"May want to consider the mycobacterial profile and fungal profile of other insects outside the black soldier fly. May want to additionally consider if the mycobacterial or fungal profile can be modulated to confer health benefits or immune protections to the larvae.","1"
"This study found that this could be an avenue for BSF byproducts in the future, which can diversify the revenue streams of BSF rearing facilities.","1"
"The use of genetically modified organisms (GMO) is the subject of controversy. Special interest groups lobby against its use on the basis of ethical, health, or environmental risks. No facility can guarantee perfect containment, given how small and mobile insect agriculture species are. For example, the Bradford pear, which is currently invading the US Midwest, was originally deliberately introduced from China and bred to be ornamental. Genomic studies show that domesticated chicken DNA has infiltrated wild populations. The possibility that foreign DNA could enter a nearby ecosystem is an important consideration when exploring expansion options. This paper describes a new technique by foreign DNA is automatically removed in strains designated for production, but only in sexual tissue. This means that any given insect will have the trait you want inserted, but it will be unable to pass it on in the event of an escape.","1"
"Larvae were able to survive and pupate after being fed styrofoam, showing that they likely use gut microbiota to digest this material. However, lowered fat stores in larvae is probably the casue of the lower pupation rate. Research into blended diets including bran and styrofoam can be looked at to increase adult survivorship.","1"
"Understanding gut communities' influence on protection against Plasmodium infection can help insect producers design interventions to manipulate the gut microbiota of malaria vector insects. This knowledge could potentially aid in the development of strategies to reduce vector competence or modify insect microbiomes to interfere with Plasmodium development within the vector.","1"
"This is a good example of a transcriptomic analysis of a non model organism that can be used to inform future gene expression studies on farmed insect species.","1"
"Frass canhave very different nutritional properties depending on what the original diet fed to the BSF larvae was. This can be studied, looking at different types of diet frass, and determine if specific diet recipes can increase the palatability of these diets for the catfish further.","1"
"Behavioral changes in response to light of BSF likely stem from, in part, changes in neuropeptide expression levels. This paper could serve as a much needed framework for similar research pertaining to differential expression of neuropeptides in the BSF brain in response to different light treatments.","1"
"Genetic engineering serves as a potent instrument for creating novel characteristics or enhancing existing ones. This paper describes genetic engineering in silkworms, which have led to interesting features like glow in the dark or multicolored silk. Genetically modified organisms (GMO) in the food/feed sector could be used to create similar changes. For example, introducing color changes that only apply to one sex, which would allow for automatic sorting (useful when managing mating systems). Other modifications could include altered nutrient profiles (ex: more omega-3 fatty acids), enhanced digestion of specific waste types, faster growth, and greater disease resistance. GMO products come with their own challenges, though, such as ensuring that the altered gene spreads and persists in the original insect population. This paper introduces the concept of parthenocloning (asexual, egg-based reproduction) as one way to improve the efficiency of GMO projects.","1"
"Mealworm addition in catfish diets can provide positive benefits as long as it is below 60% inclusion. More research needed on the safety of mealworm diets in catfish, especially when reared on organic wastes. Chitin content may have been a limiting factor in the higher inclusion diets.","1"
"Telomeres are protective caps on DNA, like the plastic ends of shoelaces, that keep the ends of a chromosome from breaking off during cell division. Each time cells divide, they lose a little bit of that protection. Eventually, the telomeres are gone and the cell stops dividing. The problem with creating fast growing insect lines, through breeding or genetic modification, is it leads to more frequent cell division/growth. This has the potential to cause shorter lifespan or an aging phenotype. This is especially true if the parents are older (with shorter telomeres) at the time of fertilization. It is critical that we understand how telomeres are affected by genetic and environmental factors, in order to promote the health of cricket stock and avoid low-fitness tradeoffs during selection. This paper shows that crickets have heritable (passes on to children) protective mechanisms that maintain a certain telomere length, even when disturbed by artificially enhanced growth.","1"
"Antimicrobial peptides (AMPs) are small, stable, and heat-resistant proteins with bactericidal properties (kills bacteria). They also have a potent inhibitory effect on fungi, viruses, and tumor cells. AMPs often work by disrupting cell membranes but have also been known to inhibit cell wall formation, inhibit cell respiration, or even induce apoptosis (programmed cell death) by attacking bacterial proteins. An AMP’s durability and effectiveness against microbes is directly determined by its 3D structure, so researchers must study form if they wish to optimize function. Members of the IAB benefit from doing the same, in order to ensure the safety of their product reared in variable, and potentially contaminated waste, streams.","1"
"Thermal stress is common in BSF mass rearing. Heating and cooling are significant expenses for large-scale facilities, especially for those that operate in regions very different from temperature optimums. One way of dealing with temperature extremes is to adapt the commercial insect to these conditions through selection. Many facilities do this, whether this is deliberate or not, by rearing their insects across many generations and picking the ones that thrive in local conditions. There are many kinds of selection, though, and different sets of variables may have more or less success with quickly reaching the desired adaptation.","1"
"Climate change may lead to increased insect pathogen presence. ","1"
"Understanding how insects are affecting by a variety of contaminants (including heavly metal) will help insect farmers to better cope with unforsein roadblocks.","1"
"The use of pulp may offer more dietary benefits instead of defatting or drying the larvae, as processing larvae can diminish amino acid content. Not defatting does seem to limit inclusion rates however. More research needs to go into pulp as a feed for other livestock.","1"
"The paper's insights into mosquito microbiome research hold relevance for insect agriculture, as both fields share common challenges and opportunities. The establishment of standardized methods and guidelines for studying insect microbiomes, proposed in the paper, could improve insect health, productivity, and disease control in agricultural settings. Implementing consistent methodologies and data quality practices, as well as exploring microbiome-driven solutions for pest management, could lead to more effective and sustainable insect rearing practices. Additionally, the paper's emphasis on collaboration and its identification of research gaps and future directions are transferable to advancing the understanding and application of insect microbiomes in agriculture.","1"
"When BSF larvae are reared on a diet containing seaweed, they will naturally have a higher level of heavy metals from the seaweed. This can possibly affect any animal you are feeding the BSFL to.","1"
"May want to evaluate the benefits of black soldier fly in other livestock and aquaculture species. May want to repeat this study with crickets. May want to consider investigating cytokine upregulation in future studies.","1"
"Project 11+ found that  heat stress protein 70 is present in BSF and may upregulated in response to high protein substrates. his is likely due to its roll in protein processing in ER, however, learning more about this protein will help us to better understand its role in BSF.","1"
"Understanding the link between metamorphosis and microbiota in insects is pertinent for insect producers due to its impact on insect development and potential agricultural implications. The article highlights the challenges and advantages associated with maintaining symbiotic relationships through metamorphosis, shedding light on how insects adapt their microbial communities across life stages. Insights into how microbes influence pupation, protect against pathogens, and provide nutrients during adult development offer opportunities for innovative strategies in insect rearing and pest management. Further exploration of these associations may unlock valuable information for enhancing insect-related agricultural practices and pest control methods.","1"
"Starvation can impact thermoregulatory behaviors of insects. More research can be done on how disruption of these behaviors can impact CTmax estimations.","1"
"May want to investigate IAB insect species using experiments raised on coffee grounds.","1"
"They only went up to 9% inclusion, I think more can be looked at with higher inclusion rates, and also trying fully defatted larvae where you should be able to increase that inclusion level further.","1"
"This paper is relevant to insect growers because it highlights the potential of insect-based diets, specifically black soldier fly larvae (BSFL), as a promising feed additive for poultry. The study showed that the inclusion of BSFL in broiler chicken diets can significantly impact the microbial community in the gut, resulting in improved gut health, immune response, and food safety. These findings suggest that the demand for BSFL and other insect-based protein sources as feed additives for poultry may increase, creating new market opportunities for insect growers. Additionally, the use of nanopore sequencing for microbial community analysis provides a potential tool for insect growers to better understand the impact of their insect-based products on animal health and nutrition, leading to improved product development and marketing.","1"
"The research investigates how endosymbionts (Cardinium and Wolbachia) influence the white-backed planthopper Sogatella furcifera, a significant rice pest. The study uncovers that these endosymbionts, whether present individually or together, decrease the diversity of bacteria and modify the structure of the bacterial community during various developmental stages and in different adult tissues. Additionally, the research highlights the impact of endosymbionts on the insect's fecundity and metabolism, pinpointing specific metabolites that play a role in influencing fecundity. The findings underscore the pivotal role of endosymbionts in shaping the microbiota and metabolic responses in S. furcifera, potentially affecting the overall fitness of the host.","1"
"The silkworm industry is several thousand years old. Much research has already been done to characterize pathogens and parasites that prey on them, such as the BmNPV studied in this paper. As knowledge about insect agriculture pathogens grows, and more opportunistic infectious agents fill the niche created by mass rearing, it may be necessary to directly target the most problematic ones. As opposed to using RNAi, which blocks viral genes after they have already been inserted into the silkworm genome and expressed, the authors of this paper use RNA targeting CRISPR/CAS9 systems to directly attack the virus. They are inserting the whole system and guide into the silkworm genome, so the survival effects will be passed down to future generations. Most importantly, the authors showed that their system promoted survival without interfering with commercially relevant traits.","1"
"Insects are thought to have sparsely methylated genes compared to the mammals explored in this review. Nevertheless, many studies demonstrate that DNA methylation governs both developmental and behavioral changes, such as the differences between a queen and a worker bee being largely attributed to variations in methylation patterns. These changes in epigenetic patterns can be passed down to offspring and can impact fitness. For example, in one study, flies with an artificially induced activity H3K27 activity (promotes methylation) produced two generations of offspring that were less tolerant to high fat diets. At the very least, this paper shows how the conditions in one batch can influence the output of subsequent generations. One optimistic interpretation is that, by determining the targets for genes like H3K27, these influences can be accounted for. Even better, since a small number of adults are needed to produce a large number of larvae, it may be economical to prime the adults first so that their offspring are more tolerant to whatever austere conditions might exist in mass scale (heat, nutrient, pathogenic stress).","1"
"While all 9 insect species' frass showed good nutrition values, there are obvious differences in available nitrogen for plants. This can be altered with the growing substrate of the insects.","1"
"Though this article comes from the lense of mealworms as a pest species and finding effective biocontrol agents for them, It is important for mealworm farmers to be aware of all genera of fungi and other desease agents that could potentially infect their colonies. Knowing the effects of Beauveria and Metarhiziumbacteria on mealworms could help to diagnose an outbreak in their farms. ","1"
"Increasing air flow for BSFL can help reduce thermal stress.","1"
"The traditional understanding of evolution describes slow, gradual changes that occur over millions of years. However, evolution is not just something that happened to dinosaurs millions of years ago; it is a dynamic and continual process that profoundly affects all living things today. Nor is it necessarily limited to long geological timescales. As early as the 1800s, researchers demonstrated that adaptation could occur on human scales, revealing that industrial pollution led to moths developing darker coats—a phenomenon known as industrial melanism. Insect evolution is especially rapid, facilitated by short generation times and a large number of offspring. All of these factors show that insects have great potential for adaptation, and therefore optimization, if we can decode and leverage the mechanisms behind these rapid evolutionary shifts.","1"
"This article demonstrates that heat protein 70 may play a role in increasing resistance to starvation. This may help to eplain our project 11 findings that shows an upregulation of this gene in response to high protein (less ideal) substrates.","1"
"Fishmeal was able to be fully replaced by both BSF larvae and spirulina. The difference in breeds was not a fixed trait, so there is a possibility of research going into selective fish breeding to be better adapted at consuming these types of diets in the future to increase protein utilisation.","1"
"This is an excellent avenue to use and bsf lipids if you are separating lipids out of our larvae to use as a protein meal, and the use of these oils helped keep these fish lean and healthy.","1"
"Recently, commercial silkworm farmers have been producing transgenic lines. This means that they used techniques like Crispr/Cas9 to inject foreign DNA. The advantage of such a process over traditional breeding methods is that you can get traits that don’t exist anywhere in the population. For example, making silk that glows or using black soldier fly AMPs to increase pathogen resistance. Artificial selection, on the other hand, only works on alleles (versions of a genes) that exist in your specific strain. Genetic modification is a powerful tool to create innovative products, but there are some risks associated with it. This paper explores the potential damage that transgenic silkworms can cause. Given that CEIF explores novel solutions like Crispr/Cas9, it is important that we pay attention to logistical and regulatory barriers to rearing GMO insects.","1"
"This study highlights the necessity for more quality control studies to ensure safety and quality insect products.","1"
"May want to investigate the allergy potential in IAB insect species being raised for food. If the allergens are linked to bacteria, a reduction in bacterial load may be an interesting avenue of research to pursue.","1"
"Evolution can act on slow timetables. For example, the last common ancestor between humans and chimpanzees (one of our closest relatives) split off anywhere between 6 and 8 million years ago. Research has shown evidence of rapid adaptation, though, sometimes within a few generations. This is especially true with anthropogenic (human) selection like domestication. So how can we improve upon the already well adapted insect agriculture species on a human timeline? We need to understand how rapid adaptation occurs in the first place, so that these biological mechanisms can be exploited. The authors argue that silkworms have shown large changes to physical traits compared to the amount of time they have been domesticated. This paper proposes that modifications to DNA (methylation) played a large role in silkworm domestication. It is possible that small alterations to regulatory genes, either through genetic modification or environmental triggers, could lead to large shifts in the direction of commercially relevant traits.","1"
"Natural evolution is often discussed in terms of thousands or millions of years. Human involvement can speed up this process a little bit. The silkworm, arguably the only truly domesticated insect, has been exposed to human selection for several thousand years. The commercial insect industry operates on a much shorter time scale. Fortunately, evidence shows that especially strong selection can result in rapid adaptation under certain conditions. It is important to understand which traits/genes can benefit from selection and which conditions lead to the fastest evolution of industrially important traits. This paper describes one situation in which less than a decade of strong selection produced a population of crickets that don’t sing (typically important in mating and fighting rivals).","1"
"The study provides important insights into the functional evolution of termite gut microbiota, which is relevant for the development of sustainable and efficient lignocellulose-based biofuel production systems. The knowledge of the conserved set of gut prokaryotic genes in termites can be applied in the design of microbial consortia for lignocellulose degradation in industrial processes. Additionally, the study highlights the importance of symbiotic relationships in the evolution and survival of termite communities, which can have implications for pest control strategies in agriculture.","1"
"Understanding the biochemistry responsible for growth, development, and reproduction will be instrumental in selecting and modifying farmed insects for optimized production. The Holloween gene family and the ecdysone produced as a result of this cascade is instrumental to all three of these processes.","1"
"Breeding exploits selection forces to drive change. The nature of change and the impact of input from the breeder depends on many factors. One of them is the competition between positive forces acting on the trait of interest to increase its frequency and negative forces acting in the opposite direction. A given trait may be inherited along with a low-fitness trait by virtue of proximity. Trade-offs or unintentional selection may do the same. In the example described in this paper, the authors show that natural selection competes with sexual selection on cuticular hydrocarbons (CHCs). More CHCs in crickets improve fitness because they are more resistant to drying. On the other hand, more CHCs interfere with sexual signaling. The specific results of this study are useful for any cricket breeders looking to improve desiccation tolerance, so that they don’t overcommit traits that will face strong opposing forces. In general, the study underscores the importance of a holistic approach to breeding, one that considers the multifaceted interactions between traits, environmental factors, and selection pressures. For example, would increasing or decreasing CHC sensitivity in females result in lower or greater tolerance of an otherwise high-fitness trait? Ensuring that sexual selection is working in the same direction of commercially relevant traits, rather than acting antagonistically, could be a key strategy in achieving successful breeding outcomes in a timely manner.","1"
"The crude fiber content within the frass seemed to be an important factor in alleviating ammonium toxicity for short term vegetables, where we can look at speicifc diet formulations to increase this fiber content.","1"
"The first assembled human genome cost about 3 billion dollars (in the 90s) and 13 years of organized effort. Today, even relatively small companies and labs can support previously cost prohibitive projects like genome assembly. Nor are we limited to whole genome data. Gene expression, proteomics (all the protein), and epigenetic (not DNA, but still stable and heritable) analyses are available to more fully capture what separates one species or individual from another. Knowing where to start, which assays to choose, and how to set up an experiment that will deliver results is most of the battle. This paper helps by presenting the options, and limitations of each, available to those interested in studying domestication. For those in the insect agriculture field, this applies to just about everyone.","1"
"May want to test Gyllus bimaculatos (cricket) frass which is shown to be very high in phosphorus on plants requiring high amounts of phosphorus for their growth such as carrots, fruit trees, lettuce, beans, and potatoes.","1"
"May want to consider investigating insect meal in other species of aquaculture. The authors indicate that further research is needed to distinguish the roles between bacteria in the gut and in the feces on roles in health.","1"
"A potential for organic waste reduction is to simply place raw materials outside to let nature take its course and allow flies to oviposit. This can be amplified when using a fly attractant such as blood or rotting meat products. This can be beneficial in areas where you don't have an established rearing facility. This would however make it difficult to use the larvae for other purposes.","1"
"Infestation did reduce reproductive fitness of the male crickets, which provides an area of concern in a mass rearing facility. Baited traps can be used to curb infestations within a building.","1"
"Knowledge about how gut microbiome abundance relates to host lipid content could be valuable for insect producers aiming to modify the nutritional composition of insects for various applications such as animal feed or biocontrol agents.","1"
"BSFL inclusion early on during the experiment did increase growth, but evened out by the end of the experiment. This showed that bsfl can be used to replace up to 50% of animal protein within the diet., and suggest an inclusion level of 15% during the first week after weaning.","1"
"Not only does this paper suggest and highlight a potential pathogen contributing to colony collapse in mealworms, but it also highlingts the importance of a healthy gut biota in mealworms. Additionally, it demonstrate a powerful method of desease diagnosis for insect farms moving forward in the form of high throughport sequencing (though it is not cheap). ","1"
"Transposons, also known as transposable elements (TEs) or mobile DNA, are pieces of DNA that cut or copy themselves and add their sequence to another part of the genome. They play a pivotal role in domestication, breeding, and evolution in general. The authors of this paper study how TEs promote insecticide resistance. Insecticides are known to contaminate water systems and waste products from crops and animals, so it is likely that insect agriculture species will encounter these chemicals. One potential concern is the impact of insecticides on colony health. Another is that products derived from commercial insects will, themselves, be contaminated. This paper describes TE-mediated adaptations that have helped fruit flies survive, which may be transferrable to other mass reared insects.","1"
"Chitin breakdown ability in these birds should be investigated as this may be a limiting factor as a diet component.","1"
"Because this study was over a full year, it was able to capture a more realistic idea of what this could mean within the industry when using waste streams.","1"
"Producers involved in ant farming or managing ant populations in agricultural settings should take note of this research. The study introduces the concept of a gut morphological filter in turtle ants that protects the gut microbiome from disruption. Understanding such mechanisms in ants may provide insights into developing strategies for managing ant populations or leveraging their microbiome for beneficial purposes. Agriculture producers should consider the implications of gut morphological filters in ant biology for potential applications in pest management or ecosystem services.","1"
"The study aimed to understand the role of microbiomes in caterpillars, crucial herbivores and agricultural pests. Analyzing gut microbiomes from 124 wild leaf-eating caterpillar species, researchers found that caterpillars had low-density and variable gut microbes compared to other insects and vertebrates. Microbes from consumed plants appeared in caterpillar feces, suggesting ingested microbes enter the gut but fail to establish as resident symbionts. Antibiotic suppression of gut bacterial activity in model species Manduca sexta did not affect weight gain, development, or survival, indicating that microbes might not significantly impact caterpillar biology. Caterpillars' unique digestive physiology, including high pH, simple gut structure, and rapid digestion, may inhibit microbial colonization. Host-specific digestive and detoxification mechanisms likely render symbionts unnecessary for caterpillar herbivory. This study highlights caterpillars' independence from symbionts, illustrating a potential widespread lifestyle among animals.","1"
